PostalCode,City,State,Region,Country,CustomerID,CustomerName,Segment,ProductID,ProductName,Manufacturer,SubCategory,Category,OrderID,OrderDate,ShipDate,ShipMode,OrderItemID,Discount,Quantity,Profit,Sales
75220,Dallas,Texas,Central,United States,C00750,Jason Klamczynski,Corporate,L01290,Poly String Tie Envelopes,Poly,Envelopes,Office Supplies,US-2011-168501,2011/11/21,2011/11/27,Standard Class,US-2011-168501-L01290,0.2,1,1,2
98103,Seattle,Washington,West,United States,C00370,Steven Roelle,Home Office,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,CA-2012-154970,2012/1/5,2012/1/10,Standard Class,CA-2012-154970-L00746,0.2,1,-7,62
78501,Mcallen,Texas,Central,United States,C00092,Michael Paige,Corporate,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,US-2012-163433,2012/4/18,2012/4/22,Second Class,US-2012-163433-L00694,0.8,1,-2,1
20852,Rockville,Maryland,East,United States,C00265,Sheri Gordon,Consumer,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,CA-2012-140375,2012/10/2,2012/10/5,Second Class,CA-2012-140375-L00694,0,1,4,7
10011,New York City,New York,East,United States,C00189,Valerie Dominguez,Consumer,L01279,Plantronics MX500i Earset,Plantronics,Phones,Technology,CA-2012-113145,2012/11/1,2012/11/5,Standard Class,CA-2012-113145-L01279,0,1,1,43
19120,Philadelphia,Pennsylvania,East,United States,C00455,Christopher Conant,Consumer,L00257,Avery Legal 4-Ring Binder,Avery,Binders,Office Supplies,CA-2013-143714,2013/5/24,2013/5/28,Standard Class,CA-2013-143714-L00257,0.7,1,-4,6
10009,New York City,New York,East,United States,C00160,Adam Bellavance,Home Office,L00049,Acco Hanging Data Binders,Acco,Binders,Office Supplies,CA-2013-129714,2013/9/2,2013/9/4,First Class,CA-2013-129714-L00049,0.2,1,1,3
5408,Burlington,Vermont,East,United States,C00538,Raymond Messe,Consumer,L01290,Poly String Tie Envelopes,Poly,Envelopes,Office Supplies,US-2014-127292,2014/1/20,2014/1/24,Standard Class,US-2014-127292-L01290,0,1,1,2
19140,Philadelphia,Pennsylvania,East,United States,C00332,Marc Harrigan,Home Office,L00515,Desktop 3-Pocket Hot File,Other,Storage,Office Supplies,US-2014-141558,2014/3/12,2014/3/17,Standard Class,US-2014-141558-L00515,0.2,1,3,43
60610,Chicago,Illinois,Central,United States,C00140,Stephanie Ulpright,Home Office,L01279,Plantronics MX500i Earset,Plantronics,Phones,Technology,CA-2014-157966,2014/3/14,2014/3/14,Same Day,CA-2014-157966-L01279,0.2,1,-7,34
98105,Seattle,Washington,West,United States,C00365,Valerie Mitchum,Home Office,L01373,Safco Commercial Shelving,SAFCO,Storage,Office Supplies,US-2014-101539,2014/3/17,2014/3/19,Second Class,US-2014-101539-L01373,0,1,2,47
90036,Los Angeles,California,West,United States,C00074,Saphhira Shifley,Corporate,L01587,UniKeep View Case Binders,Other,Binders,Office Supplies,CA-2014-145772,2014/6/4,2014/6/8,Standard Class,CA-2014-145772-L01587,0.2,1,1,4
60610,Chicago,Illinois,Central,United States,C00069,Carlos Soltero,Consumer,L00470,"Contract Clock, 14, Brown",Other,Furnishings,Furniture,CA-2014-118640,2014/7/21,2014/7/27,Standard Class,CA-2014-118640-L00470,0.6,1,-6,9
93309,Bakersfield,California,West,United States,C00026,Patrick Gardner,Consumer,L00975,"Leather Task Chair, Black",Other,Chairs,Furniture,CA-2014-140186,2014/9/30,2014/10/3,First Class,CA-2014-140186-L00975,0.2,1,0,73
94110,San Francisco,California,West,United States,C00420,Neil Knudson,Home Office,L01059,Maxell 4.7GB DVD-R 5/Pack,Maxell,Accessories,Technology,CA-2014-126536,2014/10/13,2014/10/15,First Class,CA-2014-126536-L01059,0,1,0,1
55901,Rochester,Minnesota,Central,United States,C00191,Theone Pippenger,Consumer,L00666,First Data TMFD35 PIN Pad,First Data,Accessories,Technology,US-2014-107384,2014/12/5,2014/12/9,Standard Class,US-2014-107384-L00666,0,1,30,143
45231,Cincinnati,Ohio,East,United States,C00456,Christine Abelman,Corporate,L01373,Safco Commercial Shelving,SAFCO,Storage,Office Supplies,US-2014-145366,2014/12/10,2014/12/14,Standard Class,US-2014-145366-L01373,0.2,1,-7,37
19120,Philadelphia,Pennsylvania,East,United States,C00157,Arianne Irving,Consumer,L00975,"Leather Task Chair, Black",Other,Chairs,Furniture,US-2014-160759,2014/12/12,2014/12/18,Standard Class,US-2014-160759-L00975,0.3,1,-9,64
1841,Lawrence,Massachusetts,East,United States,C00024,Ben Ferrer,Home Office,L01379,Safco Industrial Shelving,SAFCO,Storage,Office Supplies,CA-2014-151799,2014/12/15,2014/12/19,Standard Class,CA-2014-151799-L01379,0,1,2,74
19901,Dover,Delaware,East,United States,C00280,Katherine Hughes,Consumer,L01489,Square Credit Card Reader,Square,Phones,Technology,CA-2011-118304,2011/4/29,2011/5/4,Standard Class,CA-2011-118304-L01489,0,2,5,20
77070,Houston,Texas,Central,United States,C00280,Katherine Hughes,Consumer,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,CA-2011-127166,2011/5/21,2011/5/23,Second Class,CA-2011-127166-L00746,0.3,2,-29,108
59102,Billings,Montana,West,United States,C00632,Robert Barroso,Corporate,L01457,"SlimView Poly Binder, 3/8",Other,Binders,Office Supplies,CA-2011-106719,2011/8/24,2011/8/24,Same Day,CA-2011-106719-L01457,0.2,2,3,8
31204,Macon,Georgia,South,United States,C00202,John Castell,Consumer,L00262,Avery Poly Binder Pockets,Avery,Binders,Office Supplies,CA-2011-159184,2011/9/14,2011/9/19,Standard Class,CA-2011-159184-L00262,0,2,3,7
77041,Houston,Texas,Central,United States,C00424,Michelle Tran,Home Office,L01290,Poly String Tie Envelopes,Poly,Envelopes,Office Supplies,US-2011-112914,2011/9/25,2011/9/30,Standard Class,US-2011-112914-L01290,0.2,2,1,3
90049,Los Angeles,California,West,United States,C00279,Kean Takahito,Consumer,L00975,"Leather Task Chair, Black",Other,Chairs,Furniture,US-2011-151925,2011/9/26,2011/10/1,Second Class,US-2011-151925-L00975,0.2,2,0,146
47201,Columbus,Indiana,Central,United States,C00539,Noah Childs,Corporate,L01056,Maxell 4.7GB DVD+R 5/Pack,Maxell,Accessories,Technology,CA-2011-166590,2011/10/29,2011/11/2,Standard Class,CA-2011-166590-L01056,0,2,1,2
44105,Cleveland,Ohio,East,United States,C00064,Karl Braun,Consumer,L01379,Safco Industrial Shelving,SAFCO,Storage,Office Supplies,US-2011-159611,2011/12/27,2012/1/1,Second Class,US-2011-159611-L01379,0.2,2,-25,118
44312,Akron,Ohio,East,United States,C00064,Karl Braun,Consumer,L00049,Acco Hanging Data Binders,Acco,Binders,Office Supplies,US-2012-147662,2012/2/14,2012/2/19,Standard Class,US-2012-147662-L00049,0.7,2,-2,2
90045,Los Angeles,California,West,United States,C00053,Dave Hallsten,Corporate,L01489,Square Credit Card Reader,Square,Phones,Technology,CA-2012-102316,2012/2/29,2012/3/3,Second Class,CA-2012-102316-L01489,0.2,2,1,16
10009,New York City,New York,East,United States,C00425,Michael Stewart,Corporate,L01279,Plantronics MX500i Earset,Plantronics,Phones,Technology,CA-2012-153906,2012/3/16,2012/3/20,Standard Class,CA-2012-153906-L01279,0,2,3,86
91360,Thousand Oaks,California,West,United States,C00075,Ruben Dartt,Consumer,L01489,Square Credit Card Reader,Square,Phones,Technology,CA-2012-163440,2012/3/22,2012/3/24,First Class,CA-2012-163440-L01489,0.2,2,1,16
77095,Houston,Texas,Central,United States,C00688,Julia Dunbar,Consumer,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,US-2012-125374,2012/3/23,2012/3/29,Standard Class,US-2012-125374-L00746,0.3,2,-29,108
93010,Camarillo,California,West,United States,C00134,Claudia Bergmann,Corporate,L01177,Novimex Fabric Task Chair,Novimex,Chairs,Furniture,CA-2012-100146,2012/5/14,2012/5/19,Standard Class,CA-2012-100146-L01177,0.2,2,-6,98
10035,New York City,New York,East,United States,C00145,Natalie DeCherney,Consumer,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,CA-2012-114069,2012/7/13,2012/7/15,Second Class,CA-2012-114069-L00694,0.2,2,4,12
98103,Seattle,Washington,West,United States,C00571,Beth Thompson,Home Office,L00049,Acco Hanging Data Binders,Acco,Binders,Office Supplies,CA-2012-138002,2012/9/6,2012/9/12,Standard Class,CA-2012-138002-L00049,0.2,2,2,6
19140,Philadelphia,Pennsylvania,East,United States,C00087,Tracy Blumstein,Consumer,L01290,Poly String Tie Envelopes,Poly,Envelopes,Office Supplies,US-2012-150630,2012/9/17,2012/9/21,Standard Class,US-2012-150630-L01290,0.2,2,1,3
85345,Peoria,Arizona,West,United States,C00086,Andrew Gjertsen,Corporate,L01279,Plantronics MX500i Earset,Plantronics,Phones,Technology,CA-2012-156146,2012/10/26,2012/10/30,Second Class,CA-2012-156146-L01279,0.2,2,-15,69
92374,Redlands,California,West,United States,C00413,Sandra Glassco,Consumer,L01099,Mobile Personal File Cube,Other,Storage,Office Supplies,CA-2012-164882,2012/10/31,2012/10/31,Same Day,CA-2012-164882-L01099,0,2,13,47
94109,San Francisco,California,West,United States,C00530,Shaun Weien,Consumer,L01091,Microsoft Arc Touch Mouse,Microsoft,Accessories,Technology,CA-2012-154886,2012/11/8,2012/11/12,Standard Class,CA-2012-154886-L01091,0,2,43,120
90049,Los Angeles,California,West,United States,C00205,Jennifer Braxton,Corporate,L01373,Safco Commercial Shelving,SAFCO,Storage,Office Supplies,CA-2013-101189,2013/2/4,2013/2/9,Standard Class,CA-2013-101189-L01373,0,2,4,93
10035,New York City,New York,East,United States,C00019,Kunst Miller,Consumer,L00730,Gear Head AU3700S Headset,Other,Phones,Technology,CA-2013-109666,2013/4/20,2013/4/27,Standard Class,CA-2013-109666-L00730,0,2,1,26
89015,Henderson,Nevada,West,United States,C00430,Lindsay Williams,Corporate,L00262,Avery Poly Binder Pockets,Avery,Binders,Office Supplies,US-2013-102239,2013/5/6,2013/5/7,First Class,US-2013-102239-L00262,0.2,2,2,6
32216,Jacksonville,Florida,South,United States,C00170,Michael Kennedy,Corporate,L00527,Dixon Ticonderoga Pencils,Dixon,Art,Office Supplies,US-2013-148901,2013/5/15,2013/5/20,Standard Class,US-2013-148901-L00527,0.2,2,0,5
53081,Sheboygan,Wisconsin,Central,United States,C00003,Matt Abelman,Home Office,L01056,Maxell 4.7GB DVD+R 5/Pack,Maxell,Accessories,Technology,US-2013-117793,2013/8/24,2013/8/30,Standard Class,US-2013-117793-L01056,0,2,1,2
92037,San Diego,California,West,United States,C00562,Darrin Van Huff,Corporate,L01290,Poly String Tie Envelopes,Poly,Envelopes,Office Supplies,CA-2013-106656,2013/9/24,2013/9/27,First Class,CA-2013-106656-L01290,0,2,2,4
74133,Tulsa,Oklahoma,Central,United States,C00097,Helen Wasserman,Corporate,L00669,Fiskars Softgrip Scissors,Fiskars,Supplies,Office Supplies,CA-2013-140130,2013/11/1,2013/11/6,Standard Class,CA-2013-140130-L00669,0,2,6,22
60623,Chicago,Illinois,Central,United States,C00108,Brenda Bowman,Corporate,L00737,Global Chrome Stack Chair,Global,Chairs,Furniture,CA-2013-124506,2013/11/12,2013/11/18,Standard Class,CA-2013-124506-L00737,0.3,2,-2,48
6824,Fairfield,Connecticut,East,United States,C00713,Sally Knutson,Consumer,L00262,Avery Poly Binder Pockets,Avery,Binders,Office Supplies,CA-2013-105018,2013/11/29,2013/12/3,Standard Class,CA-2013-105018-L00262,0,2,3,7
35244,Hoover,Alabama,South,United States,C00510,Carol Adams,Corporate,L00262,Avery Poly Binder Pockets,Avery,Binders,Office Supplies,CA-2014-134649,2014/1/27,2014/2/1,Second Class,CA-2014-134649-L00262,0,2,3,7
43229,Columbus,Ohio,East,United States,C00172,Maribeth Dona,Consumer,L00737,Global Chrome Stack Chair,Global,Chairs,Furniture,CA-2014-149181,2014/5/9,2014/5/13,Standard Class,CA-2014-149181-L00737,0.3,2,-2,48
78745,Austin,Texas,Central,United States,C00176,Julie Kriz,Home Office,L01373,Safco Commercial Shelving,SAFCO,Storage,Office Supplies,CA-2014-140298,2014/5/12,2014/5/18,Standard Class,CA-2014-140298-L01373,0.2,2,-15,74
75081,Dallas,Texas,Central,United States,C00008,Chloris Kastensmidt,Consumer,L01379,Safco Industrial Shelving,SAFCO,Storage,Office Supplies,CA-2014-110821,2014/8/8,2014/8/9,First Class,CA-2014-110821-L01379,0.2,2,-25,118
38109,Memphis,Tennessee,South,United States,C00153,Dan Campbell,Consumer,L01059,Maxell 4.7GB DVD-R 5/Pack,Maxell,Accessories,Technology,CA-2014-128363,2014/8/14,2014/8/19,Standard Class,CA-2014-128363-L01059,0.2,2,0,2
10009,New York City,New York,East,United States,C00159,Ann Chong,Corporate,L00489,DAX Cubicle Frames - 8x10,DAX,Furnishings,Furniture,CA-2014-157987,2014/9/3,2014/9/7,Standard Class,CA-2014-157987-L00489,0,2,3,12
92704,Santa Ana,California,West,United States,C00210,Berenike Kampe,Consumer,L00669,Fiskars Softgrip Scissors,Fiskars,Supplies,Office Supplies,CA-2014-117009,2014/9/23,2014/9/29,Standard Class,CA-2014-117009-L00669,0,2,6,22
76706,Waco,Texas,Central,United States,C00186,Christina Anderson,Consumer,L01457,"SlimView Poly Binder, 3/8",Other,Binders,Office Supplies,CA-2014-106432,2014/10/20,2014/10/25,Standard Class,CA-2014-106432-L01457,0.8,2,-4,2
98115,Seattle,Washington,West,United States,C00389,Jim Karlsson,Consumer,L01177,Novimex Fabric Task Chair,Novimex,Chairs,Furniture,CA-2014-142622,2014/10/31,2014/11/3,First Class,CA-2014-142622-L01177,0.2,2,-6,98
90045,Los Angeles,California,West,United States,C00342,Hallie Redmond,Home Office,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,CA-2014-106964,2014/12/18,2014/12/21,First Class,CA-2014-106964-L00694,0.2,2,4,12
79907,El Paso,Texas,Central,United States,C00637,Michael Grace,Home Office,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,CA-2011-103744,2011/2/24,2011/2/28,Standard Class,CA-2011-103744-L00694,0.8,3,-7,4
50315,Des Moines,Iowa,Central,United States,C00354,Christina VanderZanden,Consumer,L01290,Poly String Tie Envelopes,Poly,Envelopes,Office Supplies,US-2011-137869,2011/3/28,2011/4/2,Standard Class,US-2011-137869-L01290,0,3,3,6
48234,Detroit,Michigan,Central,United States,C00531,Sharelle Roach,Home Office,L00837,"Hon Metal Bookcases, Gray",Hon,Bookcases,Furniture,CA-2011-140487,2011/6/14,2011/6/20,Standard Class,CA-2011-140487-L00837,0,3,57,213
57103,Sioux Falls,South Dakota,Central,United States,C00138,Victoria Wilson,Corporate,L01059,Maxell 4.7GB DVD-R 5/Pack,Maxell,Accessories,Technology,CA-2011-115980,2011/7/15,2011/7/19,Standard Class,CA-2011-115980-L01059,0,3,1,3
90049,Los Angeles,California,West,United States,C00043,Greg Guthrie,Corporate,L01177,Novimex Fabric Task Chair,Novimex,Chairs,Furniture,CA-2011-106439,2011/10/31,2011/11/4,Standard Class,CA-2011-106439-L01177,0.2,3,-9,146
48227,Detroit,Michigan,Central,United States,C00669,Bobby Trafton,Consumer,L01587,UniKeep View Case Binders,Other,Binders,Office Supplies,CA-2011-139283,2011/11/23,2011/11/27,Standard Class,CA-2011-139283-L01587,0,3,7,15
78041,Laredo,Texas,Central,United States,C00037,Stefania Perrino,Corporate,L00049,Acco Hanging Data Binders,Acco,Binders,Office Supplies,CA-2011-104738,2011/12/30,2012/1/1,Second Class,CA-2011-104738-L00049,0.8,3,-4,2
77070,Houston,Texas,Central,United States,C00259,Trudy Schmidt,Consumer,L01587,UniKeep View Case Binders,Other,Binders,Office Supplies,CA-2012-137064,2012/2/6,2012/2/13,Standard Class,CA-2012-137064-L01587,0.8,3,-5,3
90045,Los Angeles,California,West,United States,C00053,Dave Hallsten,Corporate,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,CA-2012-102316,2012/2/29,2012/3/3,Second Class,CA-2012-102316-L00746,0.2,3,-21,185
10009,New York City,New York,East,United States,C00557,Edward Nazzal,Consumer,L01279,Plantronics MX500i Earset,Plantronics,Phones,Technology,CA-2012-103177,2012/5/30,2012/6/1,First Class,CA-2012-103177-L01279,0,3,4,129
60610,Chicago,Illinois,Central,United States,C00638,Maureen Gnade,Consumer,L01056,Maxell 4.7GB DVD+R 5/Pack,Maxell,Accessories,Technology,CA-2012-164007,2012/6/8,2012/6/12,Standard Class,CA-2012-164007-L01056,0.2,3,1,2
2908,Providence,Rhode Island,East,United States,C00357,Brad Eason,Home Office,L01279,Plantronics MX500i Earset,Plantronics,Phones,Technology,CA-2012-122406,2012/8/2,2012/8/5,Second Class,CA-2012-122406-L01279,0,3,4,129
94601,Oakland,California,West,United States,C00536,Richard Eichhorn,Consumer,L01099,Mobile Personal File Cube,Other,Storage,Office Supplies,CA-2012-142454,2012/8/15,2012/8/19,Standard Class,CA-2012-142454-L01099,0,3,19,70
92105,San Diego,California,West,United States,C00478,Philip Fox,Consumer,L00669,Fiskars Softgrip Scissors,Fiskars,Supplies,Office Supplies,CA-2012-101707,2012/8/27,2012/9/1,Standard Class,CA-2012-101707-L00669,0,3,9,33
10011,New York City,New York,East,United States,C00573,Andy Gerbode,Corporate,L01099,Mobile Personal File Cube,Other,Storage,Office Supplies,CA-2012-164084,2012/9/7,2012/9/12,Standard Class,CA-2012-164084-L01099,0,3,19,70
98105,Seattle,Washington,West,United States,C00330,Max Engle,Consumer,L00256,Avery Hole Reinforcements,Avery,Binders,Office Supplies,CA-2012-161830,2012/9/24,2012/9/26,Second Class,CA-2012-161830-L00256,0.2,3,5,15
85254,Scottsdale,Arizona,West,United States,C00487,Meg Tillman,Consumer,L01587,UniKeep View Case Binders,Other,Binders,Office Supplies,CA-2012-105312,2012/11/6,2012/11/9,First Class,CA-2012-105312-L01587,0.7,3,-4,4
46226,Lawrence,Indiana,Central,United States,C00733,Anthony Garverick,Home Office,L00262,Avery Poly Binder Pockets,Avery,Binders,Office Supplies,CA-2012-113222,2012/11/9,2012/11/9,Same Day,CA-2012-113222-L00262,0,3,5,11
33317,Plantation,Florida,South,United States,C00054,Anna Haberlin,Corporate,L01457,"SlimView Poly Binder, 3/8",Other,Binders,Office Supplies,CA-2012-113628,2012/11/12,2012/11/19,Standard Class,CA-2012-113628-L01457,0.7,3,-4,5
94109,San Francisco,California,West,United States,C00263,Susan Pistek,Consumer,L01290,Poly String Tie Envelopes,Poly,Envelopes,Office Supplies,CA-2013-152800,2013/4/14,2013/4/16,First Class,CA-2013-152800-L01290,0,3,3,6
91104,Pasadena,California,West,United States,C00474,Roy Collins,Consumer,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,CA-2013-141397,2013/6/21,2013/6/22,First Class,CA-2013-141397-L00694,0.2,3,6,18
10009,New York City,New York,East,United States,C00581,Steven Ward,Corporate,L00049,Acco Hanging Data Binders,Acco,Binders,Office Supplies,CA-2013-137050,2013/7/15,2013/7/19,Second Class,CA-2013-137050-L00049,0.2,3,3,9
98105,Seattle,Washington,West,United States,C00052,Dennis Kane,Consumer,L00666,First Data TMFD35 PIN Pad,First Data,Accessories,Technology,US-2013-139087,2013/7/18,2013/7/23,Second Class,US-2013-139087-L00666,0,3,90,428
98115,Seattle,Washington,West,United States,C00299,Dave Poirier,Corporate,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,CA-2013-159009,2013/9/24,2013/9/28,Standard Class,CA-2013-159009-L00746,0.2,3,-21,185
14304,Niagara Falls,New York,East,United States,C00636,Nora Pelletier,Home Office,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,CA-2013-113138,2013/11/20,2013/11/26,Standard Class,CA-2013-113138-L00694,0.2,3,6,18
47374,Richmond,Indiana,Central,United States,C00230,Rick Duston,Consumer,L00489,DAX Cubicle Frames - 8x10,DAX,Furnishings,Furniture,CA-2013-136434,2013/12/2,2013/12/8,Standard Class,CA-2013-136434-L00489,0,3,5,17
97301,Salem,Oregon,West,United States,C00215,Adrian Hane,Home Office,L01043,Macally Suction Cup Mount,Other,Phones,Technology,CA-2013-145261,2013/12/19,2013/12/22,First Class,CA-2013-145261-L01043,0.2,3,-7,29
10024,New York City,New York,East,United States,C00133,Cynthia Voltz,Corporate,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,CA-2014-157252,2014/1/21,2014/1/24,Second Class,CA-2014-157252-L00746,0.1,3,2,208
55901,Rochester,Minnesota,Central,United States,C00688,Julia Dunbar,Consumer,L00256,Avery Hole Reinforcements,Avery,Binders,Office Supplies,CA-2014-168123,2014/3/6,2014/3/6,Same Day,CA-2014-168123-L00256,0,3,9,19
8701,Lakewood,New Jersey,East,United States,C00674,Vivek Grady,Corporate,L00527,Dixon Ticonderoga Pencils,Dixon,Art,Office Supplies,CA-2014-166499,2014/3/20,2014/3/21,First Class,CA-2014-166499-L00527,0,3,2,9
10035,New York City,New York,East,United States,C00286,Harold Ryan,Corporate,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,CA-2014-166184,2014/3/25,2014/3/28,First Class,CA-2014-166184-L00746,0.1,3,2,208
77041,Houston,Texas,Central,United States,C00031,Resi Polking,Consumer,L01587,UniKeep View Case Binders,Other,Binders,Office Supplies,US-2014-145863,2014/4/22,2014/4/28,Standard Class,US-2014-145863-L01587,0.8,3,-5,3
33068,Pompano Beach,Florida,South,United States,C00074,Saphhira Shifley,Corporate,L01056,Maxell 4.7GB DVD+R 5/Pack,Maxell,Accessories,Technology,CA-2014-108322,2014/5/1,2014/5/6,Standard Class,CA-2014-108322-L01056,0.2,3,1,2
57103,Sioux Falls,South Dakota,Central,United States,C00208,Elizabeth Moffitt,Corporate,L01177,Novimex Fabric Task Chair,Novimex,Chairs,Furniture,CA-2014-122035,2014/7/21,2014/7/26,Standard Class,CA-2014-122035-L01177,0,3,27,183
98103,Seattle,Washington,West,United States,C00364,Yana Sorensen,Corporate,L00470,"Contract Clock, 14, Brown",Other,Furnishings,Furniture,CA-2014-119809,2014/8/19,2014/8/26,Standard Class,CA-2014-119809-L00470,0,3,22,66
19134,Philadelphia,Pennsylvania,East,United States,C00029,Cassandra Brandow,Consumer,L01290,Poly String Tie Envelopes,Poly,Envelopes,Office Supplies,CA-2014-100160,2014/9/8,2014/9/12,Standard Class,CA-2014-100160-L01290,0.2,3,2,5
90049,Los Angeles,California,West,United States,C00598,Erica Smith,Consumer,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,US-2014-163300,2014/9/16,2014/9/22,Standard Class,US-2014-163300-L00746,0.2,3,-21,185
94122,San Francisco,California,West,United States,C00230,Rick Duston,Consumer,L00975,"Leather Task Chair, Black",Other,Chairs,Furniture,US-2014-116652,2014/9/16,2014/9/20,Standard Class,US-2014-116652-L00975,0.2,3,0,218
32303,Tallahassee,Florida,South,United States,C00168,Nona Balk,Corporate,L00256,Avery Hole Reinforcements,Avery,Binders,Office Supplies,CA-2014-110310,2014/10/28,2014/11/3,Standard Class,CA-2014-110310-L00256,0.7,3,-4,6
95661,Roseville,California,West,United States,C00484,Mick Brown,Consumer,L00489,DAX Cubicle Frames - 8x10,DAX,Furnishings,Furniture,CA-2014-122945,2014/11/17,2014/11/23,Standard Class,CA-2014-122945-L00489,0,3,5,17
10035,New York City,New York,East,United States,C00147,Katharine Harms,Corporate,L01056,Maxell 4.7GB DVD+R 5/Pack,Maxell,Accessories,Technology,CA-2014-120404,2014/11/21,2014/11/25,Second Class,CA-2014-120404-L01056,0,3,1,3
10009,New York City,New York,East,United States,C00304,Craig Carreira,Consumer,L01379,Safco Industrial Shelving,SAFCO,Storage,Office Supplies,CA-2014-163139,2014/12/2,2014/12/4,Second Class,CA-2014-163139-L01379,0,3,7,222
2740,New Bedford,Massachusetts,East,United States,C00174,Katherine Nockton,Corporate,L01279,Plantronics MX500i Earset,Plantronics,Phones,Technology,CA-2014-129581,2014/12/12,2014/12/19,Standard Class,CA-2014-129581-L01279,0,3,4,129
94122,San Francisco,California,West,United States,C00107,Brian Dahlen,Consumer,L01177,Novimex Fabric Task Chair,Novimex,Chairs,Furniture,US-2011-164406,2011/8/15,2011/8/19,Standard Class,US-2011-164406-L01177,0.2,4,-12,195
10024,New York City,New York,East,United States,C00516,Bradley Talbott,Home Office,L00515,Desktop 3-Pocket Hot File,Other,Storage,Office Supplies,CA-2011-146864,2011/12/22,2011/12/26,Standard Class,CA-2011-146864-L00515,0,4,56,216
11550,Hempstead,New York,East,United States,C00223,Sean O'Donnell,Consumer,L01489,Square Credit Card Reader,Square,Phones,Technology,CA-2012-161718,2012/12/4,2012/12/10,Standard Class,CA-2012-161718-L01489,0,4,10,40
48205,Detroit,Michigan,Central,United States,C00004,John Lee,Consumer,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,US-2012-138121,2012/12/17,2012/12/17,Same Day,US-2012-138121-L00694,0,4,14,30
90032,Los Angeles,California,West,United States,C00279,Kean Takahito,Consumer,L00256,Avery Hole Reinforcements,Avery,Binders,Office Supplies,CA-2012-158456,2012/12/24,2012/12/29,Standard Class,CA-2012-158456-L00256,0.2,4,7,20
77041,Houston,Texas,Central,United States,C00009,Zuschuss Carroll,Consumer,L00737,Global Chrome Stack Chair,Global,Chairs,Furniture,CA-2013-130946,2013/4/9,2013/4/13,Standard Class,CA-2013-130946-L00737,0.3,4,-4,96
94109,San Francisco,California,West,United States,C00075,Ruben Dartt,Consumer,L01099,Mobile Personal File Cube,Other,Storage,Office Supplies,CA-2013-140382,2013/6/24,2013/6/26,Second Class,CA-2013-140382-L01099,0,4,25,94
92024,San Diego,California,West,United States,C00136,Bill Donatelli,Consumer,L01043,Macally Suction Cup Mount,Other,Phones,Technology,CA-2013-130680,2013/6/25,2013/6/30,Standard Class,CA-2013-130680-L01043,0.2,4,-10,38
48227,Detroit,Michigan,Central,United States,C00042,Joseph Airdo,Consumer,L00694,GBC Plastic Binding Combs,GBC,Binders,Office Supplies,CA-2013-116526,2013/9/2,2013/9/6,Standard Class,CA-2013-116526-L00694,0,4,14,30
94122,San Francisco,California,West,United States,C00635,Pete Armstrong,Home Office,L00257,Avery Legal 4-Ring Binder,Avery,Binders,Office Supplies,US-2013-117387,2013/10/28,2013/11/1,Standard Class,US-2013-117387-L00257,0.2,4,25,67
97030,Gresham,Oregon,West,United States,C00722,Justin Hirsh,Consumer,L01177,Novimex Fabric Task Chair,Novimex,Chairs,Furniture,US-2013-114293,2013/11/22,2013/11/27,Standard Class,US-2013-114293-L01177,0.2,4,-12,195
60505,Aurora,Illinois,Central,United States,C00063,Kelly Lampkin,Corporate,L00262,Avery Poly Binder Pockets,Avery,Binders,Office Supplies,CA-2014-103478,2014/7/22,2014/7/25,Second Class,CA-2014-103478-L00262,0.8,4,-5,3
94110,San Francisco,California,West,United States,C00119,Mike Pelletier,Home Office,L00256,Avery Hole Reinforcements,Avery,Binders,Office Supplies,CA-2014-167661,2014/10/6,2014/10/11,Standard Class,CA-2014-167661-L00256,0.2,4,7,20
44107,Lakewood,Ohio,East,United States,C00293,Frank Carlisle,Home Office,L01457,"SlimView Poly Binder, 3/8",Other,Binders,Office Supplies,CA-2014-117422,2014/10/22,2014/10/26,Standard Class,CA-2014-117422-L01457,0.7,4,-5,6
92683,Westminster,California,West,United States,C00492,Katherine Ducich,Consumer,L01489,Square Credit Card Reader,Square,Phones,Technology,CA-2014-121468,2014/11/20,2014/11/21,First Class,CA-2014-121468-L01489,0.2,4,2,32
19140,Philadelphia,Pennsylvania,East,United States,C00556,Emily Grady,Consumer,L00746,Global Deluxe Steno Chair,Global,Chairs,Furniture,US-2014-167570,2014/12/9,2014/12/16,Standard Class,US-2014-167570-L00746,0.3,4,-59,216
